psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat
3.393091,0.398722,-6.726628,1.503277,7.097803,-8.507747,-0.944462,0.410118
3.393259,0.398723,-6.730569,1.502592,7.097092,-8.508855,-0.944208,0.410116
3.393427,0.398724,-6.734510,1.501908,7.096382,-8.509962,-0.943954,0.410114
3.393596,0.398725,-6.738451,1.501222,7.095673,-8.511069,-0.943699,0.410111
3.393765,0.398727,-6.742391,1.500535,7.094964,-8.512176,-0.943445,0.410109
3.393934,0.398728,-6.746332,1.499848,7.094256,-8.513283,-0.943190,0.410107
3.394103,0.398729,-6.750272,1.499160,7.093548,-8.514390,-0.942935,0.410105
3.394273,0.398730,-6.754212,1.498472,7.092841,-8.515497,-0.942680,0.410103
3.394443,0.398731,-6.758152,1.497782,7.092135,-8.516604,-0.942425,0.410101
3.394613,0.398732,-6.762092,1.497092,7.091429,-8.517711,-0.942169,0.410099
3.394783,0.398733,-6.766032,1.496401,7.090724,-8.518818,-0.941914,0.410097
3.394954,0.398734,-6.769972,1.495710,7.090020,-8.519925,-0.941658,0.410095
3.395125,0.398735,-6.773912,1.495018,7.089317,-8.521032,-0.941402,0.410093
3.395296,0.398736,-6.777851,1.494324,7.088614,-8.522139,-0.941146,0.410091
3.395467,0.398737,-6.781790,1.493631,7.087911,-8.523246,-0.940890,0.410089
3.395639,0.398738,-6.785730,1.492936,7.087210,-8.524353,-0.940634,0.410087
3.395811,0.398739,-6.789669,1.492241,7.086509,-8.525460,-0.940378,0.410085
3.395983,0.398740,-6.793608,1.491545,7.085808,-8.526567,-0.940121,0.410083
3.396156,0.398741,-6.797547,1.490848,7.085109,-8.527674,-0.939864,0.410081
3.396329,0.398742,-6.801485,1.490151,7.084410,-8.528781,-0.939607,0.410079
3.396502,0.398743,-6.805424,1.489452,7.083711,-8.529888,-0.939350,0.410077
3.396675,0.398744,-6.809362,1.488753,7.083014,-8.530995,-0.939093,0.410075
3.396848,0.398745,-6.813301,1.488054,7.082317,-8.532102,-0.938836,0.410073
3.397022,0.398746,-6.817239,1.487353,7.081621,-8.533208,-0.938578,0.410071
3.397196,0.398747,-6.821177,1.486652,7.080925,-8.534315,-0.938321,0.410069
3.397371,0.398748,-6.825115,1.485950,7.080230,-8.535422,-0.938063,0.410067
3.397545,0.398749,-6.829053,1.485247,7.079536,-8.536529,-0.937805,0.410066
3.397720,0.398750,-6.832991,1.484544,7.078842,-8.537635,-0.937547,0.410064
3.397896,0.398751,-6.836928,1.483839,7.078149,-8.538742,-0.937288,0.410062
3.398071,0.398752,-6.840866,1.483134,7.077457,-8.539849,-0.937030,0.410060
3.398247,0.398753,-6.844803,1.482429,7.076765,-8.540956,-0.936771,0.410058
3.398423,0.398754,-6.848740,1.481722,7.076074,-8.542062,-0.936513,0.410057
3.398599,0.398755,-6.852677,1.481015,7.075384,-8.543169,-0.936254,0.410055
3.398776,0.398756,-6.856614,1.480307,7.074694,-8.544276,-0.935995,0.410053
3.398953,0.398757,-6.860551,1.479598,7.074006,-8.545382,-0.935736,0.410051
3.399130,0.398758,-6.864487,1.478888,7.073317,-8.546489,-0.935476,0.410050
3.399307,0.398759,-6.868424,1.478178,7.072630,-8.547596,-0.935217,0.410048
3.399485,0.398760,-6.872360,1.477467,7.071943,-8.548702,-0.934957,0.410046
3.399663,0.398761,-6.876297,1.476755,7.071257,-8.549809,-0.934697,0.410045
3.399841,0.398762,-6.880233,1.476043,7.070571,-8.550915,-0.934437,0.410043
3.400020,0.398763,-6.884169,1.475329,7.069887,-8.552022,-0.934177,0.410041
3.400199,0.398764,-6.888105,1.474615,7.069203,-8.553129,-0.933917,0.410040
3.400378,0.398765,-6.892040,1.473900,7.068519,-8.554235,-0.933656,0.410038
3.400558,0.398766,-6.895976,1.473185,7.067837,-8.555342,-0.933395,0.410036
3.400737,0.398767,-6.899911,1.472468,7.067155,-8.556448,-0.933135,0.410035
3.400917,0.398768,-6.903847,1.471751,7.066473,-8.557555,-0.932874,0.410033
3.401098,0.398769,-6.907782,1.471033,7.065793,-8.558661,-0.932613,0.410032
3.401278,0.398770,-6.911717,1.470315,7.065113,-8.559767,-0.932351,0.410030
3.401459,0.398771,-6.915652,1.469595,7.064433,-8.560874,-0.932090,0.410029
3.401640,0.398772,-6.919587,1.468875,7.063755,-8.561980,-0.931828,0.410027
3.401822,0.398773,-6.923521,1.468154,7.063077,-8.563087,-0.931566,0.410026
3.402004,0.398773,-6.927456,1.467432,7.062400,-8.564193,-0.931305,0.410024
3.402186,0.398774,-6.931390,1.466710,7.061723,-8.565299,-0.931043,0.410023
3.402368,0.398775,-6.935325,1.465986,7.061048,-8.566406,-0.930780,0.410021
3.402551,0.398776,-6.939259,1.465262,7.060373,-8.567512,-0.930518,0.410020
3.402734,0.398777,-6.943193,1.464537,7.059698,-8.568618,-0.930255,0.410018
3.402917,0.398778,-6.947126,1.463812,7.059025,-8.569725,-0.929993,0.410017
3.403101,0.398779,-6.951060,1.463085,7.058352,-8.570831,-0.929730,0.410015
3.403285,0.398780,-6.954994,1.462358,7.057680,-8.571937,-0.929467,0.410014
3.403469,0.398781,-6.958927,1.461630,7.057008,-8.573044,-0.929203,0.410013
3.403653,0.398782,-6.962860,1.460902,7.056337,-8.574150,-0.928940,0.410011
3.403838,0.398783,-6.966794,1.460172,7.055667,-8.575256,-0.928677,0.410010
3.404023,0.398784,-6.970727,1.459442,7.054998,-8.576362,-0.928413,0.410009
3.404209,0.398785,-6.974659,1.458711,7.054329,-8.577468,-0.928149,0.410007
3.404395,0.398785,-6.978592,1.457979,7.053661,-8.578575,-0.927885,0.410006
3.404581,0.398786,-6.982525,1.457246,7.052994,-8.579681,-0.927621,0.410005
3.404767,0.398787,-6.986457,1.456513,7.052328,-8.580787,-0.927356,0.410003
3.404954,0.398788,-6.990389,1.455779,7.051662,-8.581893,-0.927092,0.410002
3.405141,0.398789,-6.994322,1.455044,7.050997,-8.582999,-0.926827,0.410001
3.405328,0.398790,-6.998254,1.454308,7.050332,-8.584105,-0.926562,0.410000
3.405516,0.398791,-7.002186,1.453571,7.049669,-8.585211,-0.926297,0.409998
3.405703,0.398792,-7.006117,1.452834,7.049006,-8.586317,-0.926032,0.409997
3.405892,0.398793,-7.010049,1.452096,7.048344,-8.587423,-0.925767,0.409996
3.406080,0.398794,-7.013980,1.451357,7.047682,-8.588529,-0.925501,0.409995
3.406269,0.398794,-7.017912,1.450617,7.047021,-8.589635,-0.925236,0.409994
3.406458,0.398795,-7.021843,1.449877,7.046361,-8.590741,-0.924970,0.409993
3.406648,0.398796,-7.025774,1.449135,7.045702,-8.591847,-0.924704,0.409991
3.406838,0.398797,-7.029705,1.448393,7.045044,-8.592953,-0.924438,0.409990
3.407028,0.398798,-7.033635,1.447650,7.044386,-8.594059,-0.924171,0.409989
3.407219,0.398799,-7.037566,1.446907,7.043729,-8.595165,-0.923905,0.409988
3.407409,0.398800,-7.041496,1.446162,7.043072,-8.596271,-0.923638,0.409987
3.407601,0.398800,-7.045427,1.445417,7.042417,-8.597377,-0.923371,0.409986
3.407792,0.398801,-7.049357,1.444671,7.041762,-8.598483,-0.923104,0.409985
3.407984,0.398802,-7.053287,1.443924,7.041108,-8.599589,-0.922837,0.409984
3.408176,0.398803,-7.057217,1.443176,7.040454,-8.600695,-0.922570,0.409983
3.408369,0.398804,-7.061146,1.442428,7.039802,-8.601801,-0.922302,0.409982
3.408561,0.398805,-7.065076,1.441678,7.039150,-8.602906,-0.922035,0.409981
3.408755,0.398806,-7.069005,1.440928,7.038499,-8.604012,-0.921767,0.409980
3.408948,0.398806,-7.072935,1.440178,7.037848,-8.605118,-0.921499,0.409979
3.409142,0.398807,-7.076864,1.439426,7.037198,-8.606224,-0.921231,0.409978
3.409336,0.398808,-7.080793,1.438673,7.036549,-8.607330,-0.920962,0.409977
3.409530,0.398809,-7.084721,1.437920,7.035901,-8.608435,-0.920694,0.409976
3.409725,0.398810,-7.088650,1.437166,7.035254,-8.609541,-0.920425,0.409976
3.409921,0.398811,-7.092579,1.436411,7.034607,-8.610647,-0.920156,0.409975
3.410116,0.398811,-7.096507,1.435655,7.033961,-8.611752,-0.919887,0.409974
3.410312,0.398812,-7.100435,1.434899,7.033316,-8.612858,-0.919618,0.409973
3.410508,0.398813,-7.104363,1.434141,7.032671,-8.613964,-0.919349,0.409972
3.410705,0.398814,-7.108291,1.433383,7.032028,-8.615069,-0.919079,0.409971
3.410902,0.398815,-7.112219,1.432624,7.031385,-8.616175,-0.918810,0.409971
3.411099,0.398816,-7.116146,1.431864,7.030743,-8.617281,-0.918540,0.409970
3.411296,0.398816,-7.120074,1.431104,7.030101,-8.618386,-0.918270,0.409969
3.411494,0.398817,-7.124001,1.430342,7.029461,-8.619492,-0.917999,0.409968
3.411693,0.398818,-7.127928,1.429580,7.028821,-8.620597,-0.917729,0.409968
3.411891,0.398819,-7.131855,1.428817,7.028182,-8.621703,-0.917458,0.409967
3.412090,0.398820,-7.135782,1.428053,7.027543,-8.622808,-0.917188,0.409966
3.412290,0.398820,-7.139709,1.427289,7.026906,-8.623914,-0.916917,0.409965
3.412489,0.398821,-7.143635,1.426523,7.026269,-8.625019,-0.916646,0.409965
3.412690,0.398822,-7.147562,1.425757,7.025633,-8.626125,-0.916374,0.409964
3.412890,0.398823,-7.151488,1.424990,7.024997,-8.627230,-0.916103,0.409964
3.413091,0.398824,-7.155414,1.424222,7.024363,-8.628336,-0.915831,0.409963
3.413292,0.398824,-7.159340,1.423453,7.023729,-8.629441,-0.915560,0.409962
3.413493,0.398825,-7.163266,1.422683,7.023096,-8.630547,-0.915288,0.409962
3.413695,0.398826,-7.167191,1.421913,7.022464,-8.631652,-0.915016,0.409961
3.413898,0.398827,-7.171117,1.421141,7.021832,-8.632757,-0.914743,0.409961
3.414100,0.398827,-7.175042,1.420369,7.021202,-8.633863,-0.914471,0.409960
3.414303,0.398828,-7.178967,1.419596,7.020572,-8.634968,-0.914198,0.409960
3.414506,0.398829,-7.182892,1.418823,7.019943,-8.636073,-0.913925,0.409959
3.414710,0.398830,-7.186817,1.418048,7.019314,-8.637179,-0.913652,0.409959
3.414914,0.398830,-7.190741,1.417273,7.018687,-8.638284,-0.913379,0.409958
3.415119,0.398831,-7.194666,1.416496,7.018060,-8.639389,-0.913106,0.409958
3.415324,0.398832,-7.198590,1.415719,7.017434,-8.640495,-0.912832,0.409957
3.415529,0.398833,-7.202514,1.414941,7.016809,-8.641600,-0.912558,0.409957
3.415734,0.398833,-7.206438,1.414162,7.016185,-8.642705,-0.912285,0.409956
3.415940,0.398834,-7.210362,1.413383,7.015561,-8.643810,-0.912010,0.409956
3.416147,0.398835,-7.214286,1.412602,7.014938,-8.644915,-0.911736,0.409956
3.416353,0.398836,-7.218209,1.411821,7.014316,-8.646021,-0.911462,0.409955
3.416560,0.398836,-7.222133,1.411039,7.013695,-8.647126,-0.911187,0.409955
3.416768,0.398837,-7.226056,1.410256,7.013074,-8.648231,-0.910912,0.409955
3.416976,0.398838,-7.229979,1.409472,7.012455,-8.649336,-0.910637,0.409954
3.417184,0.398839,-7.233902,1.408687,7.011836,-8.650441,-0.910362,0.409954
3.417393,0.398839,-7.237824,1.407902,7.011218,-8.651546,-0.910087,0.409954
3.417602,0.398840,-7.241747,1.407115,7.010601,-8.652651,-0.909812,0.409954
3.417811,0.398841,-7.245669,1.406328,7.009984,-8.653757,-0.909536,0.409953
3.418021,0.398841,-7.249592,1.405540,7.009369,-8.654862,-0.909260,0.409953
3.418231,0.398842,-7.253514,1.404751,7.008754,-8.655967,-0.908984,0.409953
3.418442,0.398843,-7.257435,1.403961,7.008140,-8.657072,-0.908708,0.409953
3.418653,0.398843,-7.261357,1.403171,7.007527,-8.658177,-0.908431,0.409953
3.418864,0.398844,-7.265279,1.402379,7.006914,-8.659282,-0.908155,0.409952
3.419076,0.398845,-7.269200,1.401587,7.006303,-8.660387,-0.907878,0.409952
3.419288,0.398846,-7.273121,1.400794,7.005692,-8.661492,-0.907601,0.409952
3.419501,0.398846,-7.277042,1.400000,7.005082,-8.662596,-0.907324,0.409952
3.419713,0.398847,-7.280963,1.399205,7.004473,-8.663701,-0.907047,0.409952
3.419927,0.398848,-7.284884,1.398409,7.003864,-8.664806,-0.906769,0.409952
3.420141,0.398848,-7.288804,1.397612,7.003257,-8.665911,-0.906491,0.409952
3.420355,0.398849,-7.292725,1.396815,7.002650,-8.667016,-0.906214,0.409952
3.420569,0.398850,-7.296645,1.396017,7.002044,-8.668121,-0.905935,0.409952
3.420784,0.398850,-7.300565,1.395217,7.001439,-8.669226,-0.905657,0.409952
3.421000,0.398851,-7.304485,1.394417,7.000835,-8.670331,-0.905379,0.409952
3.421216,0.398852,-7.308404,1.393616,7.000232,-8.671435,-0.905100,0.409952
3.421432,0.398852,-7.312324,1.392815,6.999629,-8.672540,-0.904821,0.409952
3.421648,0.398853,-7.316243,1.392012,6.999027,-8.673645,-0.904542,0.409952
3.421866,0.398854,-7.320162,1.391208,6.998427,-8.674750,-0.904263,0.409952
3.422083,0.398854,-7.324081,1.390404,6.997826,-8.675854,-0.903984,0.409952
3.422301,0.398855,-7.328000,1.389599,6.997227,-8.676959,-0.903704,0.409952
3.422519,0.398856,-7.331919,1.388792,6.996629,-8.678064,-0.903425,0.409953
3.422738,0.398856,-7.335837,1.387985,6.996031,-8.679169,-0.903145,0.409953
3.422957,0.398857,-7.339755,1.387177,6.995435,-8.680273,-0.902865,0.409953
3.423177,0.398857,-7.343674,1.386369,6.994839,-8.681378,-0.902584,0.409953
3.423397,0.398858,-7.347591,1.385559,6.994244,-8.682482,-0.902304,0.409953
3.423617,0.398859,-7.351509,1.384748,6.993649,-8.683587,-0.902023,0.409954
3.423838,0.398859,-7.355427,1.383937,6.993056,-8.684692,-0.901743,0.409954
3.424059,0.398860,-7.359344,1.383125,6.992464,-8.685796,-0.901461,0.409954
3.424281,0.398861,-7.363261,1.382311,6.991872,-8.686901,-0.901180,0.409955
3.424503,0.398861,-7.367178,1.381497,6.991281,-8.688005,-0.900899,0.409955
3.424726,0.398862,-7.371095,1.380682,6.990691,-8.689110,-0.900617,0.409955
3.424949,0.398862,-7.375012,1.379867,6.990102,-8.690214,-0.900335,0.409956
3.425172,0.398863,-7.378928,1.379050,6.989514,-8.691319,-0.900054,0.409956
3.425396,0.398864,-7.382845,1.378232,6.988926,-8.692423,-0.899771,0.409956
3.425620,0.398864,-7.386761,1.377414,6.988340,-8.693528,-0.899489,0.409957
3.425845,0.398865,-7.390677,1.376594,6.987754,-8.694632,-0.899206,0.409957
3.426070,0.398865,-7.394593,1.375774,6.987169,-8.695737,-0.898924,0.409958
3.426296,0.398866,-7.398508,1.374953,6.986586,-8.696841,-0.898641,0.409958
3.426522,0.398866,-7.402424,1.374131,6.986002,-8.697946,-0.898358,0.409958
3.426749,0.398867,-7.406339,1.373308,6.985420,-8.699050,-0.898074,0.409959
3.426976,0.398868,-7.410254,1.372484,6.984839,-8.700154,-0.897791,0.409960
3.427203,0.398868,-7.414169,1.371659,6.984258,-8.701259,-0.897507,0.409960
3.427431,0.398869,-7.418083,1.370833,6.983679,-8.702363,-0.897223,0.409961
3.427660,0.398869,-7.421998,1.370007,6.983100,-8.703467,-0.896939,0.409961
3.427888,0.398870,-7.425912,1.369179,6.982522,-8.704572,-0.896655,0.409962
3.428118,0.398870,-7.429826,1.368351,6.981945,-8.705676,-0.896370,0.409962
3.428347,0.398871,-7.433740,1.367522,6.981369,-8.706780,-0.896086,0.409963
3.428578,0.398872,-7.437654,1.366691,6.980794,-8.707885,-0.895801,0.409964
3.428808,0.398872,-7.441568,1.365860,6.980220,-8.708989,-0.895516,0.409964
3.429039,0.398873,-7.445481,1.365028,6.979646,-8.710093,-0.895231,0.409965
3.429271,0.398873,-7.449394,1.364195,6.979074,-8.711197,-0.894945,0.409966
3.429503,0.398874,-7.453307,1.363362,6.978502,-8.712301,-0.894660,0.409967
3.429736,0.398874,-7.457220,1.362527,6.977931,-8.713406,-0.894374,0.409967
3.429969,0.398875,-7.461133,1.361691,6.977361,-8.714510,-0.894088,0.409968
3.430202,0.398875,-7.465045,1.360855,6.976792,-8.715614,-0.893801,0.409969
3.430436,0.398876,-7.468957,1.360017,6.976224,-8.716718,-0.893515,0.409970
3.430671,0.398876,-7.472869,1.359179,6.975657,-8.717822,-0.893228,0.409971
3.430906,0.398877,-7.476781,1.358339,6.975091,-8.718926,-0.892942,0.409971
3.431141,0.398877,-7.480693,1.357499,6.974526,-8.720030,-0.892654,0.409972
3.431377,0.398878,-7.484604,1.356658,6.973961,-8.721134,-0.892367,0.409973
3.431613,0.398878,-7.488515,1.355816,6.973397,-8.722238,-0.892080,0.409974
3.431850,0.398879,-7.492427,1.354973,6.972835,-8.723342,-0.891792,0.409975
3.432087,0.398879,-7.496337,1.354129,6.972273,-8.724447,-0.891504,0.409976
3.432325,0.398880,-7.500248,1.353284,6.971712,-8.725551,-0.891216,0.409977
3.432563,0.398880,-7.504159,1.352438,6.971152,-8.726654,-0.890928,0.409978
3.432802,0.398881,-7.508069,1.351591,6.970593,-8.727758,-0.890640,0.409979
3.433042,0.398881,-7.511979,1.350744,6.970035,-8.728862,-0.890351,0.409980
3.433281,0.398882,-7.515889,1.349895,6.969478,-8.729966,-0.890062,0.409981
3.433522,0.398882,-7.519799,1.349046,6.968922,-8.731070,-0.889773,0.409982
3.433762,0.398883,-7.523708,1.348195,6.968366,-8.732174,-0.889484,0.409983
3.434004,0.398883,-7.527617,1.347344,6.967812,-8.733278,-0.889195,0.409984
3.434246,0.398884,-7.531527,1.346491,6.967258,-8.734382,-0.888905,0.409985
3.434488,0.398884,-7.535435,1.345638,6.966706,-8.735486,-0.888615,0.409987
3.434731,0.398884,-7.539344,1.344784,6.966154,-8.736590,-0.888325,0.409988
3.434974,0.398885,-7.543253,1.343929,6.965603,-8.737693,-0.888035,0.409989
3.435218,0.398885,-7.547161,1.343073,6.965054,-8.738797,-0.887744,0.409990
3.435462,0.398886,-7.551069,1.342216,6.964505,-8.739901,-0.887454,0.409991
3.435707,0.398886,-7.554977,1.341358,6.963957,-8.741005,-0.887163,0.409993
3.435952,0.398887,-7.558885,1.340499,6.963410,-8.742108,-0.886872,0.409994
3.436198,0.398887,-7.562792,1.339639,6.962864,-8.743212,-0.886581,0.409995
3.436445,0.398887,-7.566699,1.338778,6.962319,-8.744316,-0.886289,0.409997
3.436692,0.398888,-7.570607,1.337916,6.961775,-8.745420,-0.885997,0.409998
3.436939,0.398888,-7.574513,1.337053,6.961231,-8.746523,-0.885706,0.409999
3.437187,0.398889,-7.578420,1.336190,6.960689,-8.747627,-0.885413,0.410001
3.437436,0.398889,-7.582327,1.335325,6.960148,-8.748731,-0.885121,0.410002
3.437685,0.398889,-7.586233,1.334459,6.959608,-8.749834,-0.884829,0.410004
3.437934,0.398890,-7.590139,1.333593,6.959068,-8.750938,-0.884536,0.410005
3.438184,0.398890,-7.594045,1.332725,6.958530,-8.752042,-0.884243,0.410007
3.438435,0.398891,-7.597950,1.331857,6.957992,-8.753145,-0.883950,0.410008
3.438686,0.398891,-7.601856,1.330987,6.957456,-8.754249,-0.883656,0.410010
3.438938,0.398891,-7.605761,1.330117,6.956920,-8.755352,-0.883363,0.410011
3.439190,0.398892,-7.609666,1.329245,6.956386,-8.756456,-0.883069,0.410013
3.439443,0.398892,-7.613571,1.328373,6.955852,-8.757559,-0.882775,0.410014
3.439696,0.398893,-7.617475,1.327500,6.955320,-8.758663,-0.882481,0.410016
3.439950,0.398893,-7.621380,1.326625,6.954788,-8.759766,-0.882187,0.410018
3.440205,0.398893,-7.625284,1.325750,6.954257,-8.760870,-0.881892,0.410019
3.440460,0.398894,-7.629188,1.324874,6.953728,-8.761973,-0.881597,0.410021
3.440715,0.398894,-7.633092,1.323997,6.953199,-8.763077,-0.881302,0.410023
3.440971,0.398894,-7.636995,1.323118,6.952671,-8.764180,-0.881007,0.410024
3.441228,0.398895,-7.640898,1.322239,6.952144,-8.765284,-0.880711,0.410026
3.441485,0.398895,-7.644802,1.321359,6.951619,-8.766387,-0.880416,0.410028
3.441743,0.398895,-7.648704,1.320478,6.951094,-8.767490,-0.880120,0.410030
3.442001,0.398896,-7.652607,1.319596,6.950570,-8.768594,-0.879824,0.410032
3.442260,0.398896,-7.656510,1.318713,6.950047,-8.769697,-0.879527,0.410033
3.442520,0.398896,-7.660412,1.317828,6.949525,-8.770800,-0.879231,0.410035
3.442780,0.398897,-7.664314,1.316943,6.949005,-8.771904,-0.878934,0.410037
3.443040,0.398897,-7.668216,1.316057,6.948485,-8.773007,-0.878637,0.410039
3.443302,0.398897,-7.672117,1.315170,6.947966,-8.774110,-0.878340,0.410041
3.443563,0.398897,-7.676018,1.314282,6.947448,-8.775214,-0.878043,0.410043
3.443826,0.398898,-7.679920,1.313393,6.946932,-8.776317,-0.877745,0.410045
3.444089,0.398898,-7.683820,1.312503,6.946416,-8.777420,-0.877447,0.410047
3.444352,0.398898,-7.687721,1.311612,6.945901,-8.778523,-0.877149,0.410049
3.444616,0.398899,-7.691622,1.310720,6.945387,-8.779626,-0.876851,0.410051
3.444881,0.398899,-7.695522,1.309827,6.944875,-8.780730,-0.876552,0.410053
3.445146,0.398899,-7.699422,1.308933,6.944363,-8.781833,-0.876254,0.410055
3.445412,0.398899,-7.703322,1.308038,6.943852,-8.782936,-0.875955,0.410057
3.445679,0.398900,-7.707221,1.307142,6.943342,-8.784039,-0.875656,0.410060
3.445946,0.398900,-7.711121,1.306244,6.942834,-8.785142,-0.875356,0.410062
3.446214,0.398900,-7.715020,1.305346,6.942326,-8.786245,-0.875057,0.410064
3.446482,0.398900,-7.718918,1.304447,6.941820,-8.787348,-0.874757,0.410066
3.446751,0.398901,-7.722817,1.303547,6.941314,-8.788451,-0.874457,0.410068
3.447020,0.398901,-7.726716,1.302646,6.940810,-8.789555,-0.874157,0.410071
3.447290,0.398901,-7.730614,1.301744,6.940306,-8.790658,-0.873856,0.410073
3.447561,0.398901,-7.734512,1.300841,6.939804,-8.791761,-0.873555,0.410075
3.447832,0.398902,-7.738409,1.299936,6.939302,-8.792864,-0.873255,0.410078
3.448104,0.398902,-7.742307,1.299031,6.938802,-8.793967,-0.872953,0.410080
3.448377,0.398902,-7.746204,1.298125,6.938303,-8.795070,-0.872652,0.410082
3.448650,0.398902,-7.750101,1.297218,6.937804,-8.796173,-0.872350,0.410085
3.448924,0.398902,-7.753998,1.296310,6.937307,-8.797276,-0.872049,0.410087
3.449198,0.398903,-7.757895,1.295400,6.936811,-8.798379,-0.871747,0.410090
3.449473,0.398903,-7.761791,1.294490,6.936316,-8.799481,-0.871444,0.410092
3.449749,0.398903,-7.765687,1.293578,6.935822,-8.800584,-0.871142,0.410095
3.450025,0.398903,-7.769583,1.292666,6.935329,-8.801687,-0.870839,0.410097
3.450302,0.398903,-7.773478,1.291753,6.934837,-8.802790,-0.870536,0.410100
3.450580,0.398904,-7.777374,1.290838,6.934346,-8.803893,-0.870233,0.410103
3.450858,0.398904,-7.781269,1.289923,6.933857,-8.804996,-0.869930,0.410105
3.451137,0.398904,-7.785164,1.289006,6.933368,-8.806099,-0.869626,0.410108
3.451417,0.398904,-7.789059,1.288089,6.932881,-8.807201,-0.869322,0.410111
3.451697,0.398904,-7.792953,1.287170,6.932394,-8.808304,-0.869018,0.410113
3.451978,0.398904,-7.796847,1.286250,6.931909,-8.809407,-0.868714,0.410116
3.452259,0.398904,-7.800741,1.285329,6.931424,-8.810510,-0.868409,0.410119
3.452541,0.398905,-7.804635,1.284408,6.930941,-8.811613,-0.868104,0.410122
3.452824,0.398905,-7.808528,1.283485,6.930459,-8.812715,-0.867799,0.410125
3.453108,0.398905,-7.812421,1.282561,6.929978,-8.813818,-0.867494,0.410127
3.453392,0.398905,-7.816314,1.281636,6.929498,-8.814921,-0.867189,0.410130
3.453676,0.398905,-7.820207,1.280710,6.929019,-8.816023,-0.866883,0.410133
3.453962,0.398905,-7.824100,1.279783,6.928541,-8.817126,-0.866577,0.410136
3.454248,0.398905,-7.827992,1.278855,6.928065,-8.818229,-0.866271,0.410139
3.454535,0.398905,-7.831884,1.277926,6.927589,-8.819331,-0.865964,0.410142
3.454822,0.398906,-7.835776,1.276995,6.927115,-8.820434,-0.865658,0.410145
3.455110,0.398906,-7.839667,1.276064,6.926641,-8.821537,-0.865351,0.410148
3.455399,0.398906,-7.843558,1.275132,6.926169,-8.822639,-0.865044,0.410151
3.455689,0.398906,-7.847449,1.274198,6.925698,-8.823742,-0.864736,0.410154
3.455979,0.398906,-7.851340,1.273264,6.925228,-8.824844,-0.864429,0.410157
3.456270,0.398906,-7.855231,1.272328,6.924759,-8.825947,-0.864121,0.410161
3.456562,0.398906,-7.859121,1.271392,6.924292,-8.827050,-0.863813,0.410164
3.456854,0.398906,-7.863011,1.270454,6.923825,-8.828152,-0.863505,0.410167
3.457147,0.398906,-7.866900,1.269515,6.923360,-8.829255,-0.863196,0.410170
3.457441,0.398906,-7.870790,1.268575,6.922895,-8.830357,-0.862887,0.410173
3.457735,0.398906,-7.874679,1.267634,6.922432,-8.831460,-0.862578,0.410177
3.458030,0.398906,-7.878568,1.266692,6.921970,-8.832562,-0.862269,0.410180
3.458326,0.398906,-7.882457,1.265749,6.921509,-8.833665,-0.861960,0.410183
3.458622,0.398906,-7.886345,1.264805,6.921049,-8.834767,-0.861650,0.410187
3.458920,0.398906,-7.890233,1.263859,6.920591,-8.835869,-0.861340,0.410190
3.459218,0.398906,-7.894121,1.262913,6.920133,-8.836972,-0.861030,0.410194
3.459516,0.398906,-7.898009,1.261966,6.919677,-8.838074,-0.860719,0.410197
3.459816,0.398906,-7.901896,1.261017,6.919222,-8.839177,-0.860409,0.410201
3.460116,0.398906,-7.905783,1.260067,6.918768,-8.840279,-0.860098,0.410204
3.460417,0.398906,-7.909670,1.259116,6.918315,-8.841381,-0.859787,0.410208
3.460718,0.398906,-7.913557,1.258165,6.917864,-8.842484,-0.859475,0.410211
3.461021,0.398906,-7.917443,1.257212,6.917413,-8.843586,-0.859164,0.410215
3.461324,0.398906,-7.921329,1.256257,6.916964,-8.844688,-0.858852,0.410219
3.461628,0.398906,-7.925215,1.255302,6.916516,-8.845791,-0.858539,0.410222
3.461932,0.398906,-7.929101,1.254346,6.916069,-8.846893,-0.858227,0.410226
3.462238,0.398906,-7.932986,1.253388,6.915624,-8.847995,-0.857914,0.410230
3.462544,0.398906,-7.936871,1.252430,6.915179,-8.849098,-0.857602,0.410234
3.462851,0.398906,-7.940756,1.251470,6.914736,-8.850200,-0.857288,0.410237
3.463158,0.398906,-7.944640,1.250509,6.914294,-8.851302,-0.856975,0.410241
3.463467,0.398906,-7.948524,1.249548,6.913853,-8.852404,-0.856661,0.410245
3.463776,0.398906,-7.952408,1.248585,6.913413,-8.853506,-0.856347,0.410249
3.464086,0.398906,-7.956292,1.247620,6.912975,-8.854609,-0.856033,0.410253
3.464396,0.398905,-7.960175,1.246655,6.912537,-8.855711,-0.855719,0.410257
3.464708,0.398905,-7.964058,1.245689,6.912101,-8.856813,-0.855404,0.410261
3.465020,0.398905,-7.967941,1.244721,6.911667,-8.857915,-0.855089,0.410265
3.465333,0.398905,-7.971824,1.243753,6.911233,-8.859017,-0.854774,0.410269
3.465647,0.398905,-7.975706,1.242783,6.910801,-8.860119,-0.854459,0.410273
3.465961,0.398905,-7.979588,1.241812,6.910369,-8.861221,-0.854143,0.410277
3.466277,0.398905,-7.983470,1.240840,6.909939,-8.862324,-0.853827,0.410281
3.466593,0.398905,-7.987351,1.239866,6.909511,-8.863426,-0.853511,0.410286
3.466910,0.398904,-7.991232,1.238892,6.909083,-8.864528,-0.853195,0.410290
